Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
guile,5,420,6.04,3,1,1,NN
guileless,9,21,3.04,6,2,2,JJ
guillotine,10,251,5.53,7,3,1,NN
guilt,5,5016,8.52,4,1,1,NN
guiltiness,10,3,1.1,8,3,3,NN
guiltless,9,56,4.03,7,2,2,JJ
guilty,6,12515,9.43,5,2,2,JJ|NN
Guinea,6,1794,7.49,4,2,1,NN
Guinness,8,1222,7.11,5,2,1,NN
guise,5,1139,7.04,3,1,1,NN
guises,6,137,4.92,5,2,2,NN
guitar,6,24781,10.12,5,2,1,NN
guitarist,9,3095,8.04,8,3,2,NN
guitars,7,4716,8.46,6,2,2,NN
gulch,5,152,5.02,4,1,1,NN
Stan,4,6184,8.73,4,1,1,NN
gulf's,6,29,3.37,5,1,2,encl
star,4,81633,11.31,4,1,1,NN|VB
gulled,6,6,1.79,4,1,2,VB|JJ
gullet,6,62,4.13,5,2,1,NN
gullibility,11,153,5.03,10,5,2,NN
gullible,8,1067,6.97,6,3,1,JJ
gullies,7,97,4.57,5,2,2,NN
gulling,7,5,1.61,5,2,2,VB|NN|JJ
Gulliver's,10,163,5.09,7,3,2,encl
gully,5,215,5.37,4,2,1,NN
stat,4,3887,8.27,4,1,NULL,NULL
gulped,6,276,5.62,5,1,2,VB
gulps,5,119,4.78,5,1,2,NN|VB
stay,4,49009,10.8,3,1,1,VB|NN
gumbo,5,360,5.89,5,2,1,NN
gumdrop,7,25,3.22,7,2,2,NN
gumming,7,42,3.74,5,2,2,VB|NN
gummy,5,129,4.86,4,2,2,JJ
gumption,8,119,4.78,6,2,1,NN
stem,4,3579,8.18,4,1,1,NN|VB
gumshoe,7,77,4.34,5,2,2,NN
step,4,43956,10.69,4,1,1,NN|VB
gunbarrel,9,20,3,8,3,NULL,NULL
gunboat,7,342,5.83,6,2,2,NN
gunfighter,10,98,4.58,7,3,3,NN
gunfights,9,54,3.99,7,2,3,NN
gunfire,7,591,6.38,6,2,2,NN
gunflint,8,6,1.79,8,2,2,NN
stew,4,1556,7.35,3,1,1,NN|VB
gunman,6,445,6.1,6,2,2,NN
gunmen,6,506,6.23,6,2,2,NN
gunmetal,8,21,3.04,7,3,2,NN
gunner,6,593,6.39,4,2,2,NN
gunners,7,254,5.54,5,2,3,NN
gunnery,7,181,5.2,6,3,2,NN
gunning,7,219,5.39,5,2,2,VB|NN
gunny,5,39,3.66,4,2,1,NN
gunnysack,9,12,2.48,7,3,NULL,NN
gunplay,7,32,3.47,6,2,2,NN
gunpoint,8,326,5.79,7,2,2,NN
gunpowder,9,550,6.31,7,3,2,NN
gunroom,7,9,2.2,6,2,2,NN
gunrunner,9,19,2.94,7,3,3,NN
stir,4,4523,8.42,3,1,1,VB|NN
gun's,5,195,5.27,4,1,2,encl
gunshot,7,476,6.17,6,2,2,NN
gunslinger,10,568,6.34,8,3,3,NN
gunsmith,8,324,5.78,7,2,2,NN
Gunther,7,658,6.49,5,2,1,NN
gunwale,7,19,2.94,4,2,1,NN
guppy,5,87,4.47,4,2,1,NN
gurgle,6,102,4.62,4,2,1,NN|VB
stop,4,96586,11.48,4,1,1,VB|NN
stow,4,180,5.19,3,1,1,VB|NN
stub,4,787,6.67,4,1,1,NN|VB
gushed,6,185,5.22,4,1,2,VB
gusher,6,70,4.25,4,2,2,NN
gushy,5,64,4.16,4,2,2,JJ
gussets,7,37,3.61,6,2,2,NN
stud,4,3139,8.05,4,1,1,NN
gustatory,9,16,2.77,9,4,2,JJ
gusto,5,694,6.54,5,2,1,NN
gusts,5,183,5.21,5,1,2,NN
gusty,5,58,4.06,5,2,2,JJ
stun,4,1780,7.48,4,1,1,NN|VB
Guthrie,7,983,6.89,5,2,1,NN
Guthrie's,9,34,3.53,6,2,NULL,NULL
gutless,7,318,5.76,6,2,2,JJ
Styx,4,398,5.99,5,1,1,NN
gutsy,5,200,5.3,5,2,3,JJ
gutted,6,435,6.08,5,2,2,VB
gutter,6,978,6.89,4,2,1,NN
guttered,8,7,1.95,5,2,2,VB
gutters,7,192,5.26,5,2,2,NN
guttersnipe,11,17,2.83,8,3,1,NN
guttural,8,121,4.8,7,3,1,JJ
subs,4,2682,7.89,4,1,2,NN
Guyana,6,490,6.19,5,3,1,NN
such,4,371015,12.82,3,1,1,JJ|NN|minor
guy's,5,3094,8.04,3,1,2,encl
guzzle,6,55,4.01,4,2,1,VB
guzzled,7,20,3,5,2,2,VB|JJ
guzzler,7,94,4.54,5,3,2,NN
suck,4,13814,9.53,3,1,1,VB|NN
suds,4,164,5.1,4,1,2,NN
gymnasium,9,252,5.53,8,3,3,NN
gymnast,7,145,4.98,7,2,2,NN
gymnastic,9,93,4.53,9,3,3,JJ
gymnastics,10,634,6.45,10,3,3,NN
gymnasts,8,87,4.47,8,2,3,NN
sued,4,3139,8.05,3,1,2,VB
gynecological,13,77,4.34,13,6,NULL,NULL
sues,4,322,5.77,3,1,2,VB|NN
gypsies,7,2646,7.88,6,2,2,NN
gypsum,6,138,4.93,5,2,1,NN
gynecologist,12,217,5.38,12,5,3,NN
gynecologists,13,91,4.51,13,5,4,NN
gypsy,5,1974,7.59,5,2,1,NN
gyrate,6,65,4.17,5,2,1,VB
gyration,8,27,3.3,6,3,2,NN
gyrations,9,142,4.96,7,3,3,NN
suit,4,18276,9.81,3,1,1,NN|VB
gyros,5,137,4.92,5,2,2,NN
gyroscope,9,153,5.03,8,3,2,NN
gyroscopes,10,45,3.81,9,3,3,NN
haberdasheries,14,1,0,10,5,3,NN
haberdashery,12,31,3.43,9,5,2,NN
habilitate,10,1,0,9,4,1,VB
habit,5,6475,8.78,5,2,1,NN
habitable,9,229,5.43,8,4,2,JJ
habitants,9,66,4.19,9,3,3,NN
habitat,7,2127,7.66,7,3,2,NN
haggling,8,371,5.92,6,3,2,NN|VB
sulk,4,154,5.04,4,1,1,NN|VB
haiku,5,575,6.35,4,2,1,NN
habitation,10,186,5.23,8,4,2,NN
habits,6,4382,8.39,6,2,2,NN
habitual,8,569,6.34,8,3,2,JJ
habituate,9,12,2.48,8,4,2,VB
hacienda,8,395,5.98,8,4,1,NN
sums,4,2394,7.78,4,1,2,NN|VB
hacked,6,2268,7.73,4,1,2,VB
hackers,7,3306,8.1,5,2,3,NN
hacking,7,3757,8.23,5,2,2,JJ|VB|NN
hackles,7,133,4.89,5,2,2,NN
hackney,7,235,5.46,5,2,1,NN
hacksaw,7,316,5.76,5,2,1,NN
hackwork,8,7,1.95,6,2,NULL,NULL
sung,4,3763,8.23,3,1,1,VB|NN
haddock,7,184,5.21,5,2,1,NN
Hades,5,670,6.51,5,2,1,NN
hadn't,6,14758,9.6,5,2,2,encl
sunk,4,1552,7.35,4,1,1,VB|NN
haggard,7,505,6.22,5,2,1,JJ|NN
haggardly,9,1,0,7,3,2,RB
haggle,6,406,6.01,4,2,1,VB
suns,4,2513,7.83,4,1,2,VB|NN
hailed,6,590,6.38,4,1,2,VB
hails,5,240,5.48,4,1,2,VB
hailstone,9,14,2.64,7,2,2,NN
hailstorm,9,54,3.99,8,2,2,NN
sure,4,260476,12.47,3,1,1,JJ|RB|NN
hairbreadth,11,7,1.95,8,2,3,NN
hairbrush,9,499,6.21,7,2,2,NN
haircloth,9,0,0,7,2,2,NN
haircut,7,1005,6.91,6,2,2,NN
haircuts,8,204,5.32,7,2,3,NN
hairdo,6,207,5.33,5,2,2,NN
hairdos,7,71,4.26,6,2,3,NN
hairdresser,11,162,5.09,8,3,3,NN
hairier,7,35,3.56,5,2,3,JJ
hairless,8,1751,7.47,6,2,2,JJ
hairline,8,300,5.7,6,2,2,NN
hairnet,7,25,3.22,6,2,2,NN
hairpiece,9,100,4.61,6,2,2,NN
hairpin,7,124,4.82,6,2,2,NN
hairs,5,2049,7.63,4,1,2,NN
hairspring,10,0,0,8,2,2,NN
hairstyle,9,223,5.41,7,2,2,NN
hairstylist,11,24,3.18,10,3,3,NN
hairy,5,2708,7.9,4,2,2,JJ|NN
Haiti,5,2456,7.81,4,2,1,NN
Haitian,7,943,6.85,4,2,2,JJ|NN
surf,4,5923,8.69,3,1,1,NN|VB
swab,4,289,5.67,4,1,1,VB|NN
Hale's,6,46,3.83,4,1,NULL,NULL
swag,4,252,5.53,4,1,1,NN|VB
halfback,8,60,4.09,6,2,2,NN
halfbacks,9,5,1.61,7,2,3,NN
halfhearted,11,16,2.77,9,3,3,JJ
halfpence,9,0,0,6,2,2,NN
halfpenny,9,37,3.61,6,3,2,NN|JJ
halftime,8,345,5.84,6,2,2,NN|JJ
halftone,8,186,5.23,6,2,2,NN
halfway,7,3519,8.17,5,2,2,RB|JJ
halfways,8,5,1.61,6,2,3,RB
halibut,7,512,6.24,7,3,1,NN
halitosis,9,53,3.97,9,4,1,NN
swam,4,694,6.54,4,1,1,VB
hallelujah,10,319,5.77,8,4,1,minor
hallelujahs,11,0,0,9,4,2,NN
hallmark,8,1199,7.09,7,2,2,NN|VB
hallmarks,9,199,5.29,8,2,3,NN|VB
hallow,6,68,4.22,4,2,1,VB
hallowed,8,811,6.7,5,2,2,JJ|VB
Halloween,9,1826,7.51,6,3,2,NN
halls,5,2470,7.81,4,1,2,NN
hall's,6,253,5.53,4,1,2,encl
hallucinate,11,109,4.69,9,4,2,VB
hallucinating,13,346,5.85,11,5,3,VB|NN|JJ
hallucination,13,611,6.42,10,5,3,NN
hallucinations,14,1208,7.1,11,5,4,NN
hallucinogenic,14,357,5.88,13,6,3,JJ
hallway,7,2200,7.7,5,2,2,NN
hallways,8,346,5.85,6,2,3,NN
swan,4,1631,7.4,4,1,1,NN|VB
halogens,8,64,4.16,8,3,2,NN
halos,5,99,4.6,5,2,2,NN
Hal's,5,144,4.97,4,1,2,encl
swap,4,13962,9.54,4,1,1,NN|VB
halted,6,1200,7.09,6,2,2,VB
halter,6,443,6.09,5,2,1,NN
halting,7,501,6.22,6,2,2,VB
haltingly,9,47,3.85,8,3,3,RB
halts,5,423,6.05,5,1,2,NN|VB
halve,5,215,5.37,3,1,1,VB
halves,6,1108,7.01,4,1,2,NN
swat,4,965,6.87,4,1,1,NN|VB
hamburger,9,1260,7.14,7,3,3,NN
hamburgers,10,568,6.34,8,3,4,NN
Hamilton,8,7838,8.97,7,3,2,NN
Hamiltonian,11,106,4.66,10,4,3,JJ|NN
Hamiltonians,12,23,3.14,11,4,4,NN
Hamilton's,10,146,4.98,8,3,3,encl
hamlet,6,1299,7.17,6,2,2,NN
hammer,6,6714,8.81,4,2,1,NN|VB
hammered,8,831,6.72,5,2,2,VB
hammerless,10,15,2.71,7,3,2,JJ
hammock,7,167,5.12,5,2,1,NN
hamper,6,464,6.14,5,2,1,VB|NN
hampered,8,520,6.25,6,2,2,VB
hampers,7,57,4.04,6,2,2,NN|VB
Hampshire,9,4622,8.44,7,2,2,NN
sway,4,1467,7.29,3,1,1,VB|NN
hamster,7,923,6.83,6,2,1,NN
hamstring,9,255,5.54,8,2,2,VB|NN
Hancock,7,1162,7.06,6,2,2,NN
swig,4,161,5.08,4,1,1,NN|VB
handbag,7,206,5.33,7,2,2,NN
handball,8,159,5.07,7,2,2,NN
handbarrow,10,0,0,8,3,NULL,NN
handbill,8,13,2.56,7,2,2,NN
handbook,8,6519,8.78,7,2,2,NN
handbooks,9,438,6.08,8,2,3,NN
handbrake,9,39,3.66,8,2,2,NN
handcart,8,40,3.69,8,2,2,NN
godlike,7,274,5.61,6,2,2,JJ|RB
godliness,9,127,4.84,8,3,3,NN
godly,5,402,6,5,2,2,JJ
godmother,9,206,5.33,7,3,2,NN
godparent,9,11,2.4,9,3,2,NN
swim,4,5116,8.54,4,1,1,VB|NN
God's,5,15069,9.62,4,1,2,encl
godsend,7,237,5.47,7,2,2,NN
godson,6,48,3.87,6,2,2,NN
godspeed,8,72,4.28,7,2,2,NN
swum,4,46,3.83,4,1,1,VB
Goethe,6,585,6.37,4,2,1,NN
Goethe's,8,53,3.97,5,2,2,encl
goggle,6,100,4.61,4,2,1,NN|VB
goggles,7,1288,7.16,5,2,2,NN|VB
sync,4,5776,8.66,4,1,1,NN
going,5,305772,12.63,4,2,2,VB|NN
goings,6,334,5.81,5,2,3,NN
tabs,4,3002,8.01,4,1,2,NN
golden,6,17531,9.77,5,2,2,JJ|NN
goldfinch,9,46,3.83,8,2,2,NN
goldfish,8,1107,7.01,7,2,2,NN
goldmine,8,410,6.02,7,2,2,NN
goldsmith,9,577,6.36,8,2,2,NN
tack,4,1603,7.38,3,1,1,NN|VB
golfer,6,585,6.37,5,2,2,NN
golfers,7,520,6.25,6,2,3,NN
golfing,7,418,6.04,6,2,2,NN
golf's,6,34,3.53,5,1,NULL,NULL
Goliath,7,780,6.66,6,2,1,NN
golly,5,652,6.48,4,2,1,minor
gonad,5,21,3.04,5,2,1,NN
gondola,7,291,5.67,7,3,2,NN
gondolier,9,3,1.1,8,3,2,NN
tact,4,754,6.63,4,1,1,NN
goner,5,66,4.19,4,2,2,NN
Taft,4,402,6,4,1,1,NN
gonna,5,22084,10,4,2,2,encl
tags,4,3768,8.23,4,1,2,NN|VB
goober,6,269,5.59,4,2,1,NN
tail,4,11267,9.33,3,1,1,NN|VB
goodby,6,65,4.17,5,2,NULL,minor|NN
goodbye,7,3523,8.17,5,2,2,minor
goodie,6,333,5.81,4,2,NULL,NULL
goodies,7,3331,8.11,5,2,3,NN
goodness,8,3984,8.29,6,2,2,NN
goodnight,9,715,6.57,6,2,2,NN|minor
goods,5,12257,9.41,4,1,1,NN
goodwill,8,1003,6.91,6,2,2,NN
goody,5,703,6.56,4,2,2,minor|NN
gooey,5,421,6.04,3,2,2,JJ
take,4,330816,12.71,3,1,1,VB|NN
goofed,6,526,6.27,4,1,2,VB
goofy,5,2191,7.69,4,2,2,JJ|NN
googly,6,54,3.99,5,2,NULL,NN
talc,4,131,4.88,4,1,1,NN
goose,5,1790,7.49,3,1,1,NN
gooseberry,10,33,3.5,7,3,2,NN
goosestep,9,8,2.08,7,2,NULL,NULL
gopher,6,43351,10.68,4,2,1,NN|VB
Gordon,6,13071,9.48,5,2,1,NN
Gordon's,8,251,5.53,6,2,2,encl
tale,4,6202,8.73,3,1,1,NN
Gore's,6,273,5.61,4,1,2,encl
gorge,5,832,6.72,4,1,1,NN|VB
gorgeous,8,3391,8.13,6,2,1,JJ
gorgeously,10,47,3.85,8,3,2,RB
gorges,6,145,4.98,6,2,2,NN|VB
gorging,7,46,3.83,6,2,2,VB
Gorgon,6,74,4.3,6,2,1,NN
gorilla,7,1346,7.2,6,3,1,NN
gorgonzola,10,40,3.69,10,4,1,NN
talk,4,91547,11.42,3,1,1,VB|NN
tall,4,11346,9.34,3,1,1,JJ|NN
gosling,7,135,4.91,6,2,2,NN
gospel,6,4360,8.38,5,2,1,NN
gospels,7,1150,7.05,6,2,2,NN
gossamer,8,122,4.8,6,3,1,NN
gossip,6,1819,7.51,5,2,1,NN|VB
gossiped,8,30,3.4,6,2,2,VB
gossiping,9,87,4.47,7,3,2,VB|NN
tame,4,1305,7.17,3,1,1,JJ|VB
tamp,4,30,3.4,4,1,1,VB
Gotham,6,589,6.38,4,2,2,NN
Gothic,6,2762,7.92,5,2,2,JJ|NN
gothicism,9,17,2.83,9,4,NULL,NN
gotta,5,12153,9.41,4,2,2,encl
gotten,6,28568,10.26,4,2,2,VB
Gouda,5,97,4.57,4,2,1,NN
gouge,5,304,5.72,3,1,1,VB
gouged,6,162,5.09,4,1,2,VB
gouging,7,239,5.48,5,2,2,VB
goulash,7,31,3.43,5,2,1,NN
gourd,5,185,5.22,4,1,1,NN
gourmet,7,1326,7.19,5,2,2,NN
gourmets,8,35,3.56,6,2,3,NN
gourmet's,9,2,0.69,6,2,3,encl
tang,4,2556,7.85,3,1,1,NN
govern,6,2022,7.61,5,2,1,VB
governance,10,632,6.45,8,3,2,NN
governed,8,1712,7.45,6,2,2,VB|JJ
governess,9,116,4.75,7,3,2,NN
governing,9,2843,7.95,7,3,2,VB
government,10,172375,12.06,8,3,2,NN
governmental,12,3943,8.28,9,4,3,JJ
governmentally,14,69,4.23,11,5,NULL,NULL
governments,11,12467,9.43,9,3,3,NN
government's,12,5719,8.65,9,3,3,encl
governor,8,6135,8.72,6,3,2,NN
governors,9,1665,7.42,7,3,3,NN
governor's,10,743,6.61,7,3,3,encl
governs,7,460,6.13,6,2,2,VB
tank,4,17481,9.77,4,1,1,NN|VB
gowned,6,7,1.95,4,1,2,JJ
gowns,5,575,6.35,4,1,2,NN
tape,4,61126,11.02,3,1,1,NN|VB
grabbed,7,6846,8.83,5,1,2,VB
grabbing,8,2338,7.76,6,2,2,VB|JJ
grabs,5,2530,7.84,5,1,2,NN|VB
grace,5,11819,9.38,4,1,1,NN|VB
graced,6,331,5.8,5,1,2,VB
graceful,8,899,6.8,6,2,2,JJ
gracefully,10,989,6.9,7,3,3,RB
graceless,9,40,3.69,7,2,2,JJ
graces,6,511,6.24,6,2,2,NN|VB
gracias,7,2031,7.62,6,2,1,minor
Gracie,6,1023,6.93,5,2,NULL,NN
Gracie's,8,41,3.71,6,2,NULL,NULL
gracious,8,1146,7.04,6,2,2,JJ
graciously,10,808,6.69,8,3,3,RB
taps,4,1260,7.14,4,1,2,NN|VB
gradation,9,139,4.93,7,3,2,NN
gradations,10,100,4.61,8,3,4,NN
grade,5,14834,9.6,4,1,1,NN|VB
graded,6,1141,7.04,6,2,2,VB|JJ
grader,6,507,6.23,5,2,2,NN
grades,6,4187,8.34,5,1,2,NN|VB
gradient,8,1046,6.95,8,2,1,NN
gradients,9,237,5.47,9,2,2,NN
grading,7,1871,7.53,6,2,2,VB
grads,5,1480,7.3,5,1,2,NN
gradual,7,1707,7.44,7,2,2,JJ
gradualist,10,12,2.48,10,3,3,NN|JJ
gradually,9,5543,8.62,8,3,3,RB
graduate,8,18640,9.83,7,2,2,NN|JJ
graduated,9,3630,8.2,9,4,3,VB
graduates,9,4042,8.3,8,2,3,NN
graduating,10,1392,7.24,9,4,3,VB|NN
graduation,10,2626,7.87,8,4,3,NN
graffiti,8,1874,7.54,7,3,1,NN|JJ
graft,5,520,6.25,5,1,1,NN|VB
Graham,6,9467,9.16,5,1,1,NN
grail,5,1597,7.38,4,1,1,NN
grain,5,6577,8.79,4,1,1,NN
graining,8,5,1.61,6,2,2,NN|VB
grains,6,2127,7.66,5,1,2,NN
Tara,4,1478,7.3,4,2,1,NN
grammar,7,6044,8.71,5,2,2,NN
grammarian,10,61,4.11,9,3,3,NN
grammarians,11,114,4.74,10,3,4,NN
grammatic,9,28,3.33,8,3,2,JJ
grammatical,11,1336,7.2,9,4,3,JJ
grammatically,13,341,5.83,10,4,4,RB
gramophone,10,159,5.07,8,3,2,NN
grams,5,2593,7.86,5,1,2,NN
granary,7,62,4.13,7,3,2,NN
grand,5,22146,10.01,5,1,1,JJ|NN
grandad,7,108,4.68,7,2,2,NN
grandaunt,9,4,1.39,8,2,2,NN
grandchild,10,309,5.73,9,2,2,NN
grandchildren,13,839,6.73,12,3,3,NN
granddaughter,13,357,5.88,9,3,2,NN
grander,7,146,4.98,6,2,2,JJ|RB
grandeur,8,866,6.76,6,2,2,NN
grandfathers,12,216,5.38,10,3,3,NN
grandiose,9,376,5.93,8,3,2,JJ
grandly,7,72,4.28,7,2,2,RB
grandfather,11,3817,8.25,9,3,2,NN
grandiloquent,13,7,1.95,13,4,3,JJ
grandma,7,1280,7.15,6,2,2,NN
grandma's,9,290,5.67,8,2,NULL,NULL
grandmother,11,3004,8.01,9,3,2,NN
grandmothers,12,303,5.71,10,3,3,NN
grandmother's,13,445,6.1,10,3,3,encl
grandnephew,11,10,2.3,10,3,2,NN
grandniece,10,8,2.08,8,2,2,NN
grandpa,7,855,6.75,6,2,2,NN
grandparent,11,191,5.25,11,3,2,NN
grandparents,12,1811,7.5,12,3,3,NN
grands,6,231,5.44,6,1,2,NN
grandson,8,719,6.58,8,2,2,NN
grandsons,9,90,4.5,9,2,3,NN
grandstand,10,210,5.35,10,2,2,NN
granduncle,10,9,2.2,9,3,2,NN
grange,6,314,5.75,5,1,1,NN
granite,7,3635,8.2,6,2,1,NN
granite's,9,0,0,7,2,2,encl
granny,6,584,6.37,5,2,2,NN
granny's,8,47,3.85,6,2,3,encl
grant,5,22314,10.01,5,1,1,NN|VB
granted,7,18221,9.81,7,2,2,VB
granting,8,1719,7.45,7,2,2,VB|NN
grants,6,5083,8.53,6,1,2,NN|VB
Grant's,7,707,6.56,6,1,2,encl
granular,8,419,6.04,8,3,2,JJ
granulate,9,1,0,9,3,2,VB|JJ
granule,7,79,4.37,7,2,1,NN
granules,8,207,5.33,8,2,2,NN
grape,5,1637,7.4,4,1,1,NN
grapefruit,10,346,5.85,8,2,2,NN
grapes,6,1281,7.16,5,1,2,NN
grapevine,9,941,6.85,7,2,2,NN
grapevines,10,43,3.76,8,2,3,NN
graph,5,4545,8.42,4,1,1,NN
graphed,7,122,4.8,5,1,2,VB
graphic,7,12979,9.47,6,2,2,JJ|NN
graphical,9,9017,9.11,7,3,3,JJ
graphically,11,1103,7.01,8,3,4,RB
graphite,8,1092,7,6,2,2,NN
graphs,6,2711,7.91,5,1,2,NN
grapple,7,750,6.62,5,2,1,VB
grappled,8,85,4.44,6,2,2,VB
grappling,9,709,6.56,7,3,2,VB
grasp,5,5765,8.66,5,1,1,VB|NN
grasped,7,1107,7.01,6,1,2,VB
grasping,8,1140,7.04,7,2,2,VB
grass,5,7354,8.9,4,1,1,NN|VB
grassed,7,15,2.71,5,1,2,VB|JJ
grasses,7,432,6.07,6,2,2,NN|VB
grassfire,9,6,1.79,7,2,2,NN|VB
grasshopper,11,400,5.99,8,3,3,NN
grasshoppers,12,120,4.79,9,3,4,NN
grassland,9,104,4.64,8,2,2,NN
grasslands,10,115,4.74,9,2,3,NN
grassroots,10,1432,7.27,8,2,3,NN
grassy,6,567,6.34,5,2,2,JJ
grate,5,734,6.6,4,1,1,NN|VB
grated,6,985,6.89,6,2,2,VB
grateful,8,10278,9.24,6,2,2,JJ
gratefully,10,1872,7.53,7,3,3,RB
grater,6,129,4.86,5,2,2,NN
gratification,13,803,6.69,11,5,3,NN
gratified,9,308,5.73,8,3,3,VB
gratify,7,55,4.01,7,3,2,VB
gratifying,10,389,5.96,9,4,3,JJ|VB
gratifyingly,12,5,1.61,11,5,4,RB
grating,7,333,5.81,6,2,2,NN|VB
gratingly,9,4,1.39,8,3,3,RB
gratings,8,34,3.53,7,2,3,NN
gratis,6,666,6.5,6,2,1,JJ
gratitude,9,1443,7.27,8,3,2,NN
gratuitous,10,1395,7.24,9,3,2,JJ
gratuity,8,130,4.87,8,3,2,NN
grave,5,7527,8.93,4,1,1,JJ|NN|VB
gravel,6,2399,7.78,5,2,1,NN
gravely,7,360,5.89,6,2,2,RB
graven,6,108,4.68,5,2,2,JJ
graver,6,28,3.33,5,2,2,JJ
graves,6,2686,7.9,5,1,2,NN|VB
gravest,7,140,4.94,7,2,2,JJ
gravestone,10,95,4.55,8,2,2,NN
graveyard,9,3792,8.24,8,2,2,NN
graveyards,10,152,5.02,9,2,3,NN
gravitation,11,646,6.47,9,4,3,NN
gravitational,13,2718,7.91,11,5,4,JJ
gravity,7,10345,9.24,7,3,2,NN
gravy,5,916,6.82,5,2,1,NN
tare,4,62,4.13,3,1,NULL,NN
graybeard,9,6,1.79,7,2,2,NN
graybeards,10,1,0,8,2,3,NN
grayed,6,164,5.1,4,1,2,JJ|VB
grayer,6,91,4.51,4,1,2,JJ
graying,7,86,4.45,5,2,2,VB
graze,5,263,5.57,4,1,1,VB|NN
grazed,6,175,5.16,5,1,2,VB
grazing,7,1123,7.02,6,2,2,VB|NN
grease,6,2965,7.99,4,1,1,NN|VB
greased,7,742,6.61,5,1,2,VB|JJ
greasepaint,11,17,2.83,8,2,2,NN
greaseproof,11,14,2.64,8,2,2,JJ
greaser,7,24,3.18,5,2,2,NN
greases,7,54,3.99,6,2,2,NN|VB
greasy,6,1030,6.94,5,2,2,JJ
great,5,260267,12.47,4,1,1,JJ|NN|RB
greater,7,35761,10.48,5,2,2,JJ|RB|NN
greatest,8,20710,9.94,7,2,2,JJ|NN
greatly,7,35739,10.48,6,2,2,RB
greatness,9,1401,7.24,7,2,2,NN
Grecian,7,80,4.38,5,2,2,JJ
Greece,6,10065,9.22,4,1,1,NN
Greece's,8,700,6.55,6,2,2,encl
greed,5,4307,8.37,4,1,1,NN
greedily,8,178,5.18,7,3,3,RB
greedy,6,3000,8.01,5,2,2,JJ
Greek,5,19881,9.9,4,1,1,NN|JJ
Greeks,6,4628,8.44,5,1,2,NN
green,5,90773,11.42,4,1,1,JJ|NN|VB
greenback,9,95,4.55,7,2,2,NN
greenery,8,105,4.65,7,3,2,NN
greenest,8,39,3.66,7,2,2,JJ
greenhorn,9,46,3.83,8,2,2,NN
greengrocer,11,9,2.2,9,3,2,NN
greenhouse,10,1656,7.41,7,2,2,NN
greenhouses,11,133,4.89,9,3,3,NN
greening,8,115,4.74,6,2,2,VB|NN
greenish,8,254,5.54,6,2,2,JJ
Greenland,9,966,6.87,8,2,2,NN
greenleaf,9,237,5.47,7,2,NULL,NULL
greenly,7,24,3.18,6,2,2,RB
greenness,9,25,3.22,7,2,2,NN
greenroom,9,11,2.4,7,2,NULL,NN
greens,6,2067,7.63,5,1,2,NN|VB
green's,7,284,5.65,5,1,2,encl
Greenwich,9,1020,6.93,6,2,2,NN
greet,5,921,6.83,4,1,1,VB|NN
greeted,7,1249,7.13,6,2,2,VB
greeting,8,1933,7.57,6,2,2,NN|VB
greetings,9,8068,9,7,2,3,NN
greets,6,434,6.07,5,1,2,VB
tart,4,575,6.35,4,1,1,JJ|NN|VB
grief,5,3903,8.27,4,1,1,NN
grievance,9,368,5.91,6,2,2,NN
gregarious,10,136,4.91,9,3,2,JJ
Gregorian,9,596,6.39,9,3,2,NN|JJ
Gregory,7,7030,8.86,7,3,1,NN
Gregory's,9,93,4.53,8,3,2,encl
Greg's,6,529,6.27,5,1,2,encl
gremlin,7,481,6.18,7,2,1,NN
Grenada,7,476,6.17,7,3,1,NN
grenade,7,2933,7.98,6,2,1,NN
grenades,8,1347,7.21,7,2,2,NN
grenadier,9,179,5.19,8,3,2,NN
grenadine,9,37,3.61,8,3,NULL,NN
Gretchen,8,597,6.39,6,2,1,NN
task,4,21503,9.98,4,1,1,NN|VB
taut,4,543,6.3,3,1,1,JJ
greybeard,9,24,3.18,7,2,2,NN
greyhound,9,1633,7.4,7,2,2,NN
greying,7,74,4.3,5,2,2,VB|NN
grey's,6,118,4.77,4,1,2,encl
taxi,4,2745,7.92,5,2,1,NN|VB
griddle,7,116,4.75,5,2,1,NN|VB
gridiron,8,374,5.92,7,2,2,NN
grievances,10,825,6.72,8,3,3,NN
grieve,6,571,6.35,4,1,1,VB
grieving,8,411,6.02,6,2,2,VB
grievous,8,254,5.54,6,2,2,JJ
griffin,7,2786,7.93,6,2,1,NN
griffin's,9,43,3.76,7,2,2,encl
griffon,7,255,5.54,6,2,NULL,NN
grill,5,1495,7.31,4,1,1,NN|VB
grille,6,362,5.89,4,1,1,NN
grilled,7,369,5.91,5,1,2,JJ
grillework,10,0,0,7,2,2,NN|VB
teal,4,377,5.93,3,1,1,NN|JJ
grimace,7,827,6.72,6,2,1,NN
grimaced,8,188,5.24,7,2,2,VB
grime,5,307,5.73,4,1,1,NN
grimed,6,4,1.39,5,1,2,VB
grimly,6,157,5.06,6,2,2,RB
Grimm,5,527,6.27,4,1,1,NN
grimmer,7,27,3.3,5,2,2,JJ
Grimm's,7,61,4.11,5,1,NULL,NULL
grimness,8,21,3.04,7,2,2,NN
grimy,5,137,4.92,5,2,2,JJ
team,4,108529,11.59,3,1,1,NN|VB
grind,5,3060,8.03,5,1,1,VB|NN
